id,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
2421,51.4,383.0,29,,0.0,,0,,45,,,,3.8,,7787655.0,,,0.0,0.0,Developing
100,74.4,121.0,1,3.89,274.1526986,95.0,0,52.6,1,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7,Developing
1222,75.1,85.0,21,0.01,0.0,98.0,332,56.0,24,99.0,6.98,99.0,0.1,,,8.0,8.2,0.755,13.6,Developing
2645,72.2,151.0,0,1.8,423.2953509,9.0,0,68.6,0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,0.1,0.693,14.6,Developing
1056,79.0,176.0,0,10.71,513.3465408,98.0,0,38.8,0,98.0,6.67,98.0,0.1,5292.232379,,4.1,4.1,0.0,14.4,Developing
2792,52.0,46.0,106,3.37,0.0,89.0,5131,16.8,166,91.0,3.59,89.0,12.1,,,8.0,8.0,,,Developing
2758,75.1,95.0,1,1.77,2972.448675,92.0,22,57.0,1,94.0,2.46,94.0,0.1,36161.1761,,5.2,4.9,0.813,12.4,Developing
2750,76.5,8.0,1,1.75,3663.764502,96.0,132,58.6,1,96.0,3.45,96.0,0.1,42112.23565,,5.1,5.0,0.826,13.3,Developing
878,72.3,195.0,0,15.07,101.1201161,9.0,0,55.2,0,95.0,5.13,94.0,0.1,885.465115,136255.0,2.2,2.3,0.805,15.7,Developing
561,76.1,85.0,157,,0.0,99.0,42361,32.9,183,99.0,,99.0,0.1,869.211938,137122.0,3.6,2.9,0.734,13.5,Developing
2624,56.7,336.0,14,1.24,77.09551224,78.0,425,2.9,22,78.0,6.64,78.0,4.3,499.6468713,633472.0,7.5,7.4,0.442,10.6,Developing
412,52.4,323.0,49,4.54,56.96108089,,77,13.7,91,83.0,6.45,79.0,2.5,371.323865,133569.0,1.5,1.1,0.0,3.9,Developing
818,68.8,171.0,65,0.14,0.0,98.0,2633,5.7,82,98.0,5.55,98.0,0.1,,,3.6,3.5,0.606,11.0,Developing
1242,69.3,167.0,32,0.17,192.1562998,66.0,5494,54.5,38,71.0,3.93,69.0,0.1,4521.3247,29111417.0,5.4,5.1,0.638,10.3,Developing
239,67.7,254.0,1,10.74,14.06141699,93.0,45,54.9,1,99.0,6.62,99.0,0.1,1244.373185,9928549.0,2.6,2.7,0.681,13.3,Developing
1080,57.8,291.0,29,0.2,29.74734049,64.0,45,2.8,44,62.0,4.55,64.0,2.2,438.7513346,179417.0,8.2,8.2,0.38,8.3,Developing
2188,72.8,159.0,0,6.93,0.0,96.0,0,51.2,0,96.0,8.48,96.0,0.1,,,3.5,3.5,0.713,13.3,Developing
2617,58.7,276.0,3,0.5,49.06967155,,0,11.9,4,,3.26,,0.1,422.28633,87167.0,12.2,12.2,0.0,0.0,Developing
1740,74.6,121.0,0,6.17,709.1311228,93.0,0,57.8,0,95.0,6.13,95.0,0.1,7325.73474,616969.0,2.1,2.1,0.774,14.2,Developing
922,79.6,94.0,0,10.26,678.88112,,5,59.4,0,97.0,8.35,99.0,0.1,5341.31487,5313399.0,0.9,0.8,0.876,17.1,Developing
349,46.4,693.0,2,5.51,299.3671252,9.0,59,31.6,4,96.0,4.65,96.0,31.9,4163.6596,184339.0,1.9,1.8,0.567,11.8,Developing
1387,65.0,211.0,0,0.68,188.7108773,96.0,0,73.4,0,93.0,13.66,94.0,0.1,1357.632211,96311.0,0.2,0.1,0.574,11.8,Developing
1507,72.7,138.0,1,,0.0,97.0,82,64.8,2,97.0,,97.0,0.1,,,5.8,5.5,0.719,13.4,Developing
2414,55.4,355.0,27,,0.0,,1256,,41,66.0,,61.0,3.9,176.9713,1448857.0,,,0.429,4.9,Developing
596,62.5,237.0,2,0.01,78.39008571,89.0,1,22.6,2,85.0,7.11,86.0,0.8,788.632653,723868.0,6.9,6.7,0.484,10.8,Developing
1941,72.9,134.0,1,0.55,564.5425663,99.0,15,46.5,1,99.0,3.8,99.0,0.1,8476.61511,,7.1,6.9,0.705,10.7,Developing
938,89.0,88.0,3,11.9,7002.785925,47.0,604,59.1,3,98.0,1.57,98.0,0.1,45413.6571,6437499.0,0.6,0.6,0.877,16.1,Developing
462,77.0,148.0,0,3.82,155.2072669,4.0,0,22.6,0,92.0,5.17,91.0,0.8,1373.515636,45216.0,9.2,9.1,0.569,11.3,Developing
1089,52.5,336.0,36,0.17,19.89790929,,7408,16.9,58,52.0,3.65,5.0,3.0,315.83983,8971139.0,1.1,1.1,0.322,5.1,Developing
1949,64.8,175.0,371,0.03,0.697215581,78.0,863,21.3,460,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3,Developing
2396,69.0,371.0,43,7.34,978.5905287,7.0,25,49.5,54,73.0,8.78,73.0,4.5,6876.953821,53311955.61,5.4,6.5,0.652,12.8,Developing
568,74.5,97.0,266,4.27,39.22509728,95.0,131441,26.5,308,99.0,4.59,97.0,0.1,3471.247547,1324655.0,4.5,4.0,0.672,11.9,Developing
943,79.3,99.0,3,13.49,4572.441963,28.0,0,56.4,4,96.0,1.43,97.0,0.1,29691.18158,62244884.0,0.6,0.6,0.852,15.4,Developing
876,73.0,188.0,0,16.58,244.3510801,95.0,27,55.9,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.822,16.1,Developing
899,69.9,188.0,0,,0.0,99.0,0,62.7,0,99.0,,99.0,0.1,4921.89629,892149.0,4.0,3.7,0.734,15.3,Developing
183,76.0,74.0,0,1.95,332.9347646,98.0,3,59.3,0,97.0,3.79,98.0,0.1,19356.67236,,6.0,5.9,0.814,14.4,Developing
2235,74.4,88.0,7,0.09,2017.643131,98.0,154,67.3,9,98.0,4.68,98.0,0.1,24575.434,,7.7,7.5,0.841,15.8,Developing
1893,50.0,284.0,58,0.1,13.35783844,,21319,13.6,128,41.0,6.1,34.0,1.5,158.455972,11352973.0,12.8,12.9,0.253,2.8,Developing
1829,62.5,238.0,46,0.08,17.9123368,,9397,11.4,62,74.0,5.43,74.0,0.1,231.42554,2374911.0,18.5,19.2,0.439,8.9,Developing
1719,68.1,227.0,1,0.01,241.1958645,98.0,0,5.4,1,98.0,4.21,98.0,0.1,4385.379355,286917.0,2.2,2.3,0.72,14.7,Developing
1274,81.0,65.0,1,2.47,471.5533294,99.0,931,62.1,1,94.0,7.33,94.0,0.1,29657.4421,7388.0,1.1,1.1,0.877,15.8,Developing
1594,73.8,132.0,3,0.47,438.4519214,97.0,334,33.4,4,97.0,3.47,97.0,0.1,8513.629541,2711169.0,8.5,8.3,0.747,12.5,Developing
591,71.5,165.0,17,4.43,404.4205858,8.0,3,47.5,21,83.0,5.96,8.0,0.1,2395.856551,498899.0,2.5,2.3,0.653,11.4,Developing
2443,74.7,141.0,3,2.37,42.7308283,99.0,1686,22.7,3,99.0,3.5,99.0,0.1,382.54994,2771.0,15.2,15.0,0.76,14.0,Developing
2505,48.4,536.0,3,7.19,25.21683318,83.0,10,25.9,4,87.0,5.26,84.0,46.4,1637.4567,161468.0,9.4,9.6,0.516,9.4,Developing
2296,72.0,187.0,0,6.72,643.7035752,96.0,0,27.6,0,96.0,4.45,96.0,0.1,7663.1378,8122.0,6.2,6.6,0.714,12.2,Developing
2275,73.6,133.0,1,8.58,541.8243468,93.0,2,54.5,1,97.0,8.99,92.0,0.1,4129.758741,7411569.0,2.5,2.5,0.739,13.4,Developing
1416,68.8,199.0,4,2.73,0.0,96.0,0,4.7,4,88.0,6.66,96.0,0.1,,,3.2,3.3,0.631,12.2,Developing
2694,71.6,135.0,35,1.42,459.1113061,68.0,5844,55.9,43,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1,5.0,0.668,11.9,Developing
1037,79.3,81.0,0,9.95,2785.139364,93.0,122,6.5,1,96.0,9.36,96.0,0.1,22551.73574,1987314.0,0.8,0.7,0.839,15.6,Developing
89,74.8,129.0,10,8.16,1105.659031,85.0,0,58.0,12,92.0,6.49,91.0,0.1,7193.61764,3997224.0,1.1,0.9,0.788,16.3,Developing
934,81.5,83.0,3,11.5,751.3793553,78.0,0,61.1,3,99.0,11.44,99.0,0.1,4838.2444,6565979.0,0.6,0.6,0.885,16.1,Developing
2720,58.4,362.0,79,10.03,116.202964,8.0,1313,16.3,119,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9,Developing
2924,59.2,371.0,23,6.5,10.82259524,91.0,0,31.3,34,92.0,6.44,91.0,6.3,127.47462,15411675.0,5.9,5.7,0.498,10.3,Developing
1133,65.0,29.0,17,5.57,38.10904264,,0,38.5,24,6.0,4.41,6.0,3.9,465.311876,926344.0,4.4,4.4,0.452,8.2,Developing
1065,76.0,198.0,12,2.14,445.4423371,92.0,0,46.5,15,92.0,6.79,92.0,0.4,2635.753474,1431628.0,1.3,1.3,0.596,10.4,Developing
822,73.0,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2,Developing
2844,71.7,134.0,0,0.01,564.8167043,64.0,10,52.5,0,65.0,5.2,64.0,0.1,3148.36513,25885.0,1.5,1.4,0.596,10.8,Developing
411,53.3,313.0,48,4.88,8.769989329,,253,14.2,89,94.0,6.87,82.0,2.3,46.998871,1342193.0,1.3,9.8,0.0,4.3,Developing
1910,,,0,0.01,0.0,99.0,0,77.3,0,99.0,7.2,99.0,0.1,,,0.1,0.1,,,Developing
1592,74.1,131.0,3,0.49,65.56659662,96.0,73,35.3,4,96.0,3.99,96.0,0.1,971.356987,28112289.0,8.2,8.0,0.764,12.8,Developing
593,63.5,227.0,1,,0.0,91.0,0,24.2,2,92.0,,91.0,0.8,727.6463868,777424.0,6.7,6.5,0.498,11.1,Developing
2025,68.4,214.0,54,4.52,31.27232188,67.0,58848,24.8,68,77.0,4.71,67.0,0.1,2842.938353,112249.0,1.0,9.7,0.676,11.7,Developing
1391,64.7,215.0,0,0.5,1.76541345,73.0,0,7.6,0,79.0,9.98,7.0,0.1,115.3865,88895.0,0.2,0.2,0.0,11.6,Developing
1369,59.1,317.0,62,1.86,7.146851404,88.0,1218,18.4,91,89.0,4.17,88.0,5.0,92.816252,423724.0,8.2,8.1,0.514,10.7,Developing
1752,73.6,99.0,19,0.55,19.15853732,99.0,668,55.5,22,99.0,6.15,99.0,0.1,294.746728,33333789.0,6.3,6.2,0.623,11.6,Developing
1732,62.8,274.0,2,2.79,56.431387,93.0,925,38.5,3,94.0,4.92,94.0,0.1,474.2133361,2397436.0,2.6,2.6,0.582,8.9,Developing
1747,73.3,136.0,0,0.01,33.66981355,,0,52.7,0,,8.23,,0.1,199.583957,67389.0,2.5,2.6,0.0,0.0,Developing
2675,74.4,12.0,3,1.46,420.1153538,99.0,3,53.1,4,99.0,5.64,99.0,0.1,3371.71231,1196136.0,6.3,6.3,0.689,14.2,Developing
2151,65.0,37.0,22,10.18,224.4600248,,4800,54.0,26,97.0,5.42,96.0,0.2,1771.58662,146596557.0,2.9,3.0,0.709,12.1,Developing
2818,76.4,119.0,1,6.76,24.73142261,94.0,0,6.1,1,94.0,8.17,94.0,0.1,962.312164,335824.0,1.6,1.5,0.77,15.7,Developing
707,73.0,142.0,6,0.01,0.0,93.0,3,32.4,8,99.0,,93.0,0.1,,,4.9,4.9,,,Developing
1626,55.5,278.0,55,0.57,102.1413744,74.0,98,19.6,94,74.0,6.74,74.0,1.6,689.6784228,14138216.0,9.2,9.0,0.36,5.8,Developing
1305,74.7,142.0,1,3.33,235.7067417,9.0,0,49.7,1,9.0,5.16,9.0,0.6,4293.383274,28482.0,1.9,1.7,0.721,12.7,Developing
573,73.1,13.0,391,2.96,122.9365349,75.0,71879,22.6,467,87.0,4.82,86.0,0.1,1288.642924,12884.0,5.3,4.7,0.61,9.9,Developing
764,58.6,318.0,2,1.23,12.70325933,,298,3.2,2,71.0,7.21,71.0,3.9,94.7297489,783254.0,5.9,5.8,0.396,4.0,Developing
2599,72.8,128.0,0,2.53,0.0,,19,53.6,0,97.0,9.1,96.0,0.1,,,2.7,2.7,0.0,11.9,Developing
1622,57.2,27.0,53,0.01,96.5465827,66.0,341,21.9,88,72.0,6.47,66.0,1.5,777.3476868,16667.0,8.3,8.1,0.411,7.7,Developing
1377,51.9,434.0,77,1.63,3.847602867,,11304,14.7,120,77.0,4.62,8.0,16.9,41.7763612,32321482.0,9.0,9.0,0.447,8.4,Developing
1409,73.2,95.0,0,0.01,113.1997845,99.0,0,64.5,1,99.0,3.61,99.0,0.1,1654.96761,,3.2,3.0,0.786,14.0,Developing
1247,66.5,213.0,30,0.07,0.0,63.0,0,51.3,37,73.0,4.36,75.0,0.1,,25627626.0,5.5,5.2,0.616,9.4,Developing
1363,63.4,249.0,54,,0.0,89.0,95,22.0,75,83.0,,89.0,2.8,1349.97144,47236259.0,7.8,7.6,0.55,11.1,Developing
279,58.4,259.0,25,1.16,71.01399249,79.0,1461,22.5,39,8.0,4.46,79.0,1.6,793.45243,894476.0,7.9,7.8,0.448,9.3,Developing
178,76.8,7.0,0,1.57,367.2556742,98.0,46,62.9,0,98.0,4.98,98.0,0.1,24983.3792,,6.1,6.0,0.82,14.5,Developing
664,78.1,11.0,1,4.01,818.8771016,96.0,0,56.9,1,99.0,11.78,96.0,0.1,5484.7763,,3.4,3.2,0.782,17.7,Developing
2832,68.3,183.0,20,2.73,119.4571154,99.0,117,4.7,23,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0,3.1,0.657,11.9,Developing
1475,53.7,484.0,4,,0.0,93.0,0,32.6,6,9.0,,93.0,9.3,173.82893,2174645.0,5.5,5.3,0.495,10.7,Developing
718,68.1,165.0,12,3.13,0.0,27.0,0,26.7,15,99.0,,68.0,0.1,,,5.8,5.8,,,Developing
894,55.0,354.0,217,0.86,1.506962482,,73,13.5,342,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31,5.4,Developing
2422,58.0,383.0,29,,0.0,,0,,46,,,,3.5,,751642.0,,,0.0,0.0,Developing
526,45.6,58.0,17,1.47,31.5941587,,938,17.2,25,42.0,4.16,44.0,13.4,253.768343,397612.0,1.2,1.2,0.315,5.4,Developing
1038,79.2,81.0,0,9.56,287.6124519,92.0,1,59.9,1,95.0,8.3,95.0,0.1,21955.149,1955141.0,0.8,0.8,0.83,15.3,Developing
1055,71.1,173.0,0,9.75,77.9454329,97.0,0,39.4,0,98.0,5.89,97.0,0.1,5773.73577,,4.0,4.1,0.0,14.6,Developing
2610,65.8,173.0,2,0.05,11.75766897,,0,14.2,3,7.0,0.37,7.0,0.1,524.8959363,164973.0,11.8,11.8,0.541,11.3,Developing
2791,58.0,459.0,103,2.34,0.0,95.0,1673,17.2,160,97.0,4.6,95.0,11.5,,,7.9,7.9,,,Developing
1603,78.5,61.0,0,,0.0,99.0,0,27.4,0,99.0,,99.0,0.1,8395.785198,49163.0,13.6,13.6,0.701,12.7,Developing
1268,82.2,6.0,1,2.62,4348.33531,97.0,6,64.6,1,95.0,7.81,95.0,0.1,37582.84624,82157.0,1.2,1.1,0.895,16.0,Developing
768,57.7,323.0,2,0.95,92.4978948,,79,28.6,2,49.0,5.37,53.0,4.3,781.2322196,732711.0,6.3,6.1,0.363,2.9,Developing
1706,68.5,172.0,0,2.06,0.0,89.0,0,65.8,0,81.0,13.44,91.0,0.1,,,0.2,0.2,0.629,11.4,Developing
83,76.0,119.0,8,8.28,1001.796332,94.0,0,61.6,10,99.0,4.99,94.0,0.1,12976.63642,42539925.0,1.0,0.9,0.823,17.3,Developing
575,72.2,11.0,457,2.84,14.23064496,65.0,88962,21.2,558,86.0,4.56,86.0,0.1,153.1824,127185.0,5.7,5.0,0.592,9.6,Developing
2870,73.3,161.0,10,7.55,0.0,82.0,0,55.9,11,83.0,4.78,86.0,0.1,,,1.7,1.6,0.687,11.6,Developing
2892,65.4,228.0,37,0.01,0.0,73.0,815,4.4,47,67.0,5.64,73.0,0.1,,,13.7,13.5,0.5,9.0,Developing
86,75.5,121.0,10,8.15,187.610955,94.0,17,59.8,11,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.9,0.802,16.8,Developing
147,72.2,121.0,5,2.14,275.6514934,93.0,164,5.6,6,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,2.8,0.745,11.9,Developing
63,45.7,44.0,97,2.58,30.35993647,,9046,15.8,159,41.0,5.38,38.0,2.1,526.168743,16983266.0,1.7,1.7,0.391,5.1,Developing
672,76.7,115.0,1,4.04,322.5863149,98.0,0,5.4,1,99.0,6.27,98.0,0.1,2832.188893,,3.6,3.4,0.686,12.3,Developing
1999,72.7,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,359.992184,647117.0,2.1,2.1,0.654,11.9,Developing
309,69.3,198.0,9,3.93,0.0,95.0,0,49.9,11,95.0,5.49,95.0,0.2,,,1.2,1.1,0.649,13.8,Developing
2879,75.4,131.0,29,3.94,0.0,95.0,750,14.7,36,96.0,6.2,95.0,0.1,,,14.4,15.2,0.655,12.0,Developing
1996,73.4,15.0,3,5.79,472.1932825,89.0,0,47.1,3,84.0,9.42,89.0,0.1,3988.11894,6293783.0,2.1,2.0,0.675,12.3,Developing
1277,80.0,71.0,1,2.41,250.9343317,96.0,2,6.6,1,95.0,7.44,93.0,0.1,2611.17931,6931.0,1.1,1.1,0.866,15.8,Developing
432,58.0,386.0,25,6.61,9.696689164,,18363,12.8,41,71.0,4.98,8.0,5.2,135.9984455,6476.0,9.0,8.9,0.268,4.5,Developing
977,56.3,3.0,3,2.25,0.0,91.0,99,18.5,6,85.0,3.71,87.0,2.3,,,1.0,1.0,0.384,6.8,Developing
2007,79.0,172.0,4,6.78,273.5758769,,0,39.1,5,86.0,8.1,86.0,0.1,1545.626423,5327.0,2.5,2.4,0.625,11.6,Developing
1687,76.3,123.0,33,5.29,112.696486,99.0,0,61.5,38,99.0,6.21,99.0,0.1,982.532572,1282837.0,1.6,1.5,0.748,12.7,Developing
808,70.0,173.0,54,0.22,0.0,97.0,16,57.0,64,97.0,4.8,97.0,0.1,,,3.0,2.9,0.665,12.2,Developing
582,73.6,15.0,12,4.28,113.2436346,88.0,0,54.2,15,88.0,6.76,88.0,0.1,625.65544,4591897.0,2.2,2.0,0.695,12.8,Developing
975,57.0,297.0,3,2.47,0.0,94.0,119,19.7,6,87.0,4.22,87.0,2.7,,,9.6,9.6,0.395,7.3,Developing
1948,65.1,172.0,372,0.04,0.66751505,82.0,4321,21.9,461,82.0,3.2,82.0,0.1,14.142268,1756182.0,2.2,2.7,0.521,7.5,Developing
1708,68.2,175.0,0,1.64,0.0,9.0,0,64.7,0,79.0,11.99,79.0,0.1,,,0.2,0.2,0.625,11.0,Developing
1942,72.6,138.0,1,0.38,62.86657508,99.0,15,45.9,1,99.0,3.7,99.0,0.1,861.18596,,7.2,6.9,0.0,10.4,Developing
1688,76.1,124.0,34,5.3,1117.196097,98.0,3,6.8,39,97.0,6.4,97.0,0.1,9834.472689,119917.0,1.6,1.6,0.745,12.6,Developing
2006,71.2,17.0,4,6.66,233.8488603,,0,39.8,5,9.0,7.61,89.0,0.1,1417.26582,546624.0,2.5,2.4,0.624,11.8,Developing
1694,75.3,126.0,42,4.93,998.3498049,98.0,6,56.4,49,98.0,6.4,98.0,0.1,7986.798439,18472228.0,1.8,1.7,0.719,12.2,Developing
792,75.0,134.0,7,3.95,367.9285652,9.0,0,5.7,8,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,Developing
1496,59.7,272.0,9,3.64,41.91052416,47.0,2200,24.5,13,71.0,11.87,7.0,1.8,327.42597,3948125.0,7.4,7.2,0.403,9.6,Developing
1049,72.4,158.0,0,8.42,146.4384488,99.0,0,43.1,0,99.0,6.24,99.0,0.1,7395.88125,,3.8,3.8,0.0,15.6,Developing
1220,75.4,83.0,19,0.01,0.0,99.0,99,58.5,22,99.0,6.89,99.0,0.1,,,8.3,8.4,0.77,14.9,Developing
1041,78.7,83.0,1,8.62,1403.022211,9.0,12,58.0,1,9.0,8.47,91.0,0.1,12538.17883,1862132.0,0.9,0.8,0.801,14.2,Developing
1111,65.6,229.0,0,7.56,536.2332523,93.0,0,43.2,1,93.0,6.8,93.0,0.4,3439.597513,7491.0,5.6,5.3,0.624,10.3,Developing
1223,74.7,93.0,22,0.03,0.0,99.0,73,54.8,25,99.0,7.12,99.0,0.1,,,7.9,8.1,0.745,13.1,Developing
2822,75.4,122.0,1,5.66,882.356362,94.0,0,57.7,1,95.0,11.59,94.0,0.1,4117.38853,332496.0,1.7,1.6,0.75,15.5,Developing
912,67.9,22.0,0,1.85,206.071686,99.0,304,52.2,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3,Developing
2403,54.0,496.0,54,8.5,732.1255305,83.0,81,44.3,82,79.0,7.57,82.0,28.1,5631.73485,4823384.48,1.6,12.8,0.609,12.9,Developing
1098,55.6,297.0,5,2.64,28.30191127,,12,21.9,7,77.0,6.5,77.0,6.0,583.5445622,148841.0,8.5,8.4,0.398,8.8,Developing
1113,66.1,218.0,0,7.49,466.6693698,98.0,0,41.6,1,97.0,7.32,98.0,0.3,2716.35256,745693.0,5.6,5.4,0.618,10.5,Developing
1654,62.7,28.0,8,0.01,8.88028118,8.0,62,29.4,12,8.0,3.63,8.0,1.1,145.57838,394617.0,8.1,7.9,0.501,8.2,Developing
338,65.1,268.0,2,0.01,662.802194,95.0,1,37.3,2,96.0,5.41,95.0,2.3,7497.762376,2168573.0,6.7,6.4,0.697,12.6,Developing
1825,64.7,218.0,35,0.21,31.93187316,27.0,12074,13.4,47,8.0,5.82,8.0,0.2,287.4156,2539449.0,17.8,18.4,0.463,9.3,Developing
2652,71.0,172.0,0,6.71,167.2657906,92.0,0,45.0,0,94.0,5.98,92.0,0.3,1967.83283,1348248.0,5.8,6.0,0.773,12.7,Developing
304,62.0,312.0,1,0.17,93.35872844,98.0,418,13.9,1,98.0,6.91,92.0,0.1,765.8632358,573416.0,19.2,19.9,0.0,7.3,Developing
2558,68.1,166.0,10,0.32,51.9919227,96.0,1,37.4,12,97.0,5.98,96.0,0.2,834.5412953,7815949.0,3.7,3.7,0.608,11.1,Developing
2254,64.9,26.0,20,0.32,1.431051664,92.0,18,22.2,31,89.0,4.42,92.0,0.4,18.25321,13391.0,1.2,1.1,0.455,7.9,Developing
2598,73.2,126.0,0,2.4,0.0,,18,54.1,0,96.0,9.17,96.0,0.1,,,2.7,2.7,0.0,11.9,Developing
1954,63.7,183.0,364,0.01,28.98323119,65.0,4248,18.4,461,65.0,2.56,65.0,0.1,649.848233,15783.0,21.4,21.8,0.474,5.6,Developing
2473,58.6,284.0,71,1.76,30.86000992,,2875,,109,62.0,3.23,62.0,0.1,361.35843,2725535.0,,,0.394,5.5,Developing
804,78.0,161.0,53,0.21,0.0,94.0,1314,6.2,62,94.0,5.64,94.0,0.1,,,2.8,2.8,0.686,13.1,Developing
455,72.4,124.0,0,4.45,339.9777364,98.0,0,26.8,0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4,Developing
1964,77.3,121.0,1,6.9,119.2124275,87.0,4,54.9,1,91.0,7.5,87.0,0.1,927.723171,377782.0,2.0,1.9,0.758,12.9,Developing
379,76.2,92.0,0,0.16,179.7147814,99.0,9,31.2,0,93.0,2.62,94.0,0.1,2612.13345,,6.4,5.9,0.834,14.1,Developing
1415,69.4,188.0,4,3.28,0.0,96.0,222,41.4,4,94.0,6.18,96.0,0.2,,,3.2,3.3,0.632,12.1,Developing
1299,76.2,125.0,1,,0.0,91.0,0,54.2,1,91.0,,91.0,0.5,4965.989857,2871934.0,1.8,1.7,0.729,12.8,Developing
1461,74.9,97.0,1,1.29,14.55610463,81.0,1761,64.9,1,75.0,6.63,81.0,0.1,846.285153,527612.0,4.8,4.8,0.766,13.3,Developing
1238,76.0,147.0,32,0.01,429.6625083,61.0,15,57.2,39,7.0,5.26,69.0,0.1,6651.12242,32776571.0,5.3,5.1,0.656,10.5,Developing
1339,73.0,12.0,4,0.6,373.2628643,98.0,41,59.3,4,98.0,8.35,98.0,0.1,2762.86354,6193191.0,3.8,3.8,0.736,13.6,Developing
1154,71.0,174.0,6,2.61,28.80831098,93.0,0,38.8,8,88.0,6.63,94.0,1.7,188.783165,6524283.0,2.8,2.7,0.551,9.8,Developing
1652,63.1,25.0,8,,0.0,73.0,1,3.8,12,67.0,,73.0,0.9,1158.256469,4182341.0,7.8,7.5,0.513,8.5,Developing
2637,73.0,138.0,0,0.01,63.80294988,77.0,0,73.8,0,79.0,4.51,77.0,0.1,451.542462,14951.0,0.1,0.1,0.717,14.4,Developing
90,75.2,127.0,11,7.75,961.1774676,84.0,0,57.5,12,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1,Developing
580,74.3,143.0,11,4.44,1487.896562,92.0,1,55.7,13,91.0,6.93,91.0,0.1,7884.984429,46881475.0,2.1,1.9,0.707,13.2,Developing
598,61.8,246.0,2,0.15,47.30421873,74.0,0,21.6,2,82.0,5.82,74.0,0.1,769.1742883,689692.0,7.1,6.9,0.476,10.5,Developing
1048,72.6,154.0,0,7.91,145.8401998,97.0,0,43.9,0,94.0,6.41,97.0,0.1,7365.666659,,3.8,3.8,0.0,15.8,Developing
2208,72.5,146.0,0,3.97,47.35260547,12.0,0,71.4,0,54.0,4.52,26.0,0.1,359.82223,183526.0,0.2,0.2,0.688,12.9,Developing
1434,62.6,228.0,10,5.1,0.0,61.0,174,16.7,14,6.0,2.77,61.0,0.2,,,9.6,9.7,0.518,9.2,Developing
1233,78.0,146.0,33,0.01,0.0,94.0,9582,45.5,40,95.0,5.2,96.0,0.1,,,7.7,7.8,0.666,11.6,Developing
993,73.0,121.0,2,2.76,57.10318825,61.0,35,46.5,2,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.673,11.7,Developing
931,82.4,78.0,2,,0.0,86.0,157,62.5,3,98.0,,98.0,0.1,36526.7711,6662468.0,0.7,0.6,0.894,16.3,Developing
2735,75.0,24.0,5,8.48,415.1627705,21.0,1333,59.0,5,54.0,6.98,5.0,0.2,3569.75727,45761.0,2.4,2.5,0.734,14.9,Developing
1483,46.2,633.0,4,2.69,9.18432717,9.0,2,28.3,6,87.0,8.47,88.0,30.0,918.432717,1982287.0,8.4,8.3,0.44,10.6,Developing
1239,77.0,144.0,32,0.17,285.119726,77.0,15,56.5,39,8.0,3.32,79.0,0.1,5854.614497,3172753.0,5.3,5.1,0.649,10.4,Developing
1490,49.3,543.0,5,3.1,29.86616464,,660,24.9,7,82.0,6.92,83.0,29.8,474.8197876,1868699.0,11.5,11.6,0.445,9.6,Developing
2570,74.9,148.0,8,,0.0,99.0,154,33.6,9,99.0,,99.0,0.1,5814.863134,686576.0,7.7,7.7,0.738,13.6,Developing
731,55.0,36.0,235,1.53,0.0,,80123,17.3,327,62.0,3.39,62.0,2.0,,,11.3,11.1,,,Developing
780,72.3,178.0,7,6.2,352.9551269,84.0,0,49.3,8,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6,Developing
2366,68.5,186.0,0,0.99,229.6687488,99.0,0,47.2,0,99.0,5.8,99.0,0.1,1642.837974,539614.0,1.2,1.2,0.497,9.4,Developing
231,70.0,226.0,0,14.09,434.7985025,98.0,0,58.7,1,98.0,6.9,96.0,0.1,5176.172649,956765.0,2.1,2.2,0.771,15.4,Developing
